Region,Main_Sector,Year,Price_Type,Sector_GRDP
MIMAROPA Region,Gross Domestic Product,2010,At Current Prices,191713018.0
MIMAROPA Region,Gross Domestic Product,2011,At Constant 2018 Prices,241561347.0
MIMAROPA Region,Gross Domestic Product,2011,At Current Prices,212158911.0
MIMAROPA Region,Gross Domestic Product,2012,At Constant 2018 Prices,254595082.0
MIMAROPA Region,Gross Domestic Product,2012,At Current Prices,231318002.0
MIMAROPA Region,Gross Domestic Product,2013,At Constant 2018 Prices,265363628.0
MIMAROPA Region,Gross Domestic Product,2013,At Current Prices,242953220.0
MIMAROPA Region,Gross Domestic Product,2014,At Constant 2018 Prices,292033215.0
MIMAROPA Region,Gross Domestic Product,2014,At Current Prices,276139956.0
MIMAROPA Region,Gross Domestic Product,2015,At Constant 2018 Prices,305952533.0
MIMAROPA Region,Gross Domestic Product,2015,At Current Prices,274605684.0
MIMAROPA Region,Gross Domestic Product,2016,At Constant 2018 Prices,321170118.0
MIMAROPA Region,Gross Domestic Product,2016,At Current Prices,287300274.0
MIMAROPA Region,Gross Domestic Product,2017,At Constant 2018 Prices,341505717.0
MIMAROPA Region,Gross Domestic Product,2017,At Current Prices,321948705.0
MIMAROPA Region,Gross Domestic Product,2018,At Constant 2018 Prices,370744808.0
MIMAROPA Region,Gross Domestic Product,2018,At Current Prices,370744808.0
MIMAROPA Region,Gross Domestic Product,2019,At Constant 2018 Prices,386783632.0
MIMAROPA Region,Gross Domestic Product,2019,At Current Prices,375589553.0
MIMAROPA Region,Gross Domestic Product,2020,At Constant 2018 Prices,357780630.0
MIMAROPA Region,Gross Domestic Product,2020,At Current Prices,342643478.0
MIMAROPA Region,Gross Domestic Product,2021,At Constant 2018 Prices,369725008.0
MIMAROPA Region,Gross Domestic Product,2021,At Current Prices,382709950.0
MIMAROPA Region,Gross Domestic Product,2022,At Constant 2018 Prices,785934534.0
MIMAROPA Region,Gross Domestic Product,2022,At Current Prices,906179858.0
MIMAROPA Region,Gross Domestic Product,2023,At Constant 2018 Prices,822584231.0
MIMAROPA Region,Gross Domestic Product,2023,At Current Prices,943215223.0
MIMAROPA Region,Gross Domestic Product,2024,At Constant 2018 Prices,429376244.0
MIMAROPA Region,Gross Domestic Product,2024,At Current Prices,509501135.0
MIMAROPA Region,Industry,2000,At Constant 2018 Prices,29564667.0
MIMAROPA Region,Industry,2000,At Current Prices,20612995.0
MIMAROPA Region,Industry,2001,At Constant 2018 Prices,31155379.0
MIMAROPA Region,Industry,2001,At Current Prices,23266643.0
MIMAROPA Region,Industry,2002,At Constant 2018 Prices,43501968.0
MIMAROPA Region,Industry,2002,At Current Prices,31198557.0
MIMAROPA Region,Industry,2003,At Constant 2018 Prices,49664241.0
MIMAROPA Region,Industry,2003,At Current Prices,37080026.0
MIMAROPA Region,Industry,2004,At Constant 2018 Prices,51416412.0
MIMAROPA Region,Industry,2004,At Current Prices,40404613.0
MIMAROPA Region,Industry,2005,At Constant 2018 Prices,61543942.0
MIMAROPA Region,Industry,2005,At Current Prices,52111365.0
MIMAROPA Region,Industry,2006,At Constant 2018 Prices,55686746.0
MIMAROPA Region,Industry,2006,At Current Prices,49417646.0
MIMAROPA Region,Industry,2007,At Constant 2018 Prices,66194076.0
MIMAROPA Region,Industry,2007,At Current Prices,59388110.0
MIMAROPA Region,Industry,2008,At Constant 2018 Prices,71981564.0
MIMAROPA Region,Industry,2008,At Current Prices,70312896.0
MIMAROPA Region,Industry,2009,At Constant 2018 Prices,79989952.0
MIMAROPA Region,Industry,2009,At Current Prices,73024979.0
MIMAROPA Region,Industry,2010,At Constant 2018 Prices,78727996.0
MIMAROPA Region,Industry,2010,At Current Prices,75055506.0
MIMAROPA Region,Industry,2011,At Constant 2018 Prices,79848346.0
MIMAROPA Region,Industry,2011,At Current Prices,82724002.0
MIMAROPA Region,Industry,2012,At Constant 2018 Prices,83988454.0
MIMAROPA Region,Industry,2012,At Current Prices,85125321.0
MIMAROPA Region,Industry,2013,At Constant 2018 Prices,86455533.0
MIMAROPA Region,Industry,2013,At Current Prices,87121343.0
MIMAROPA Region,Industry,2014,At Constant 2018 Prices,103444578.0
MIMAROPA Region,Industry,2014,At Current Prices,105124453.0
MIMAROPA Region,Industry,2015,At Constant 2018 Prices,103541855.0
MIMAROPA Region,Industry,2015,At Current Prices,93700792.0
MIMAROPA Region,Industry,2016,At Constant 2018 Prices,110951649.0
MIMAROPA Region,Industry,2016,At Current Prices,94528035.0
MIMAROPA Region,Industry,2017,At Constant 2018 Prices,119135157.0
MIMAROPA Region,Industry,2017,At Current Prices,110890985.0
MIMAROPA Region,Industry,2018,At Constant 2018 Prices,134007316.0
MIMAROPA Region,Industry,2018,At Current Prices,134007316.0
MIMAROPA Region,Industry,2019,At Constant 2018 Prices,136989190.0
MIMAROPA Region,Industry,2019,At Current Prices,124282053.0
MIMAROPA Region,Industry,2020,At Constant 2018 Prices,125821760.0
MIMAROPA Region,Industry,2020,At Current Prices,103295916.0
MIMAROPA Region,Industry,2021,At Constant 2018 Prices,128566111.0
MIMAROPA Region,Industry,2021,At Current Prices,124419610.0
MIMAROPA Region,Industry,2022,At Constant 2018 Prices,267720130.0
MIMAROPA Region,Industry,2022,At Current Prices,317210390.0
MIMAROPA Region,Industry,2023,At Constant 2018 Prices,262921367.0
MIMAROPA Region,Industry,2023,At Current Prices,274687065.0
MIMAROPA Region,Industry,2024,At Constant 2018 Prices,139147941.0
MIMAROPA Region,Industry,2024,At Current Prices,146274416.0
MIMAROPA Region,Services,2000,At Constant 2018 Prices,50251795.0
MIMAROPA Region,Services,2000,At Current Prices,27188606.0
MIMAROPA Region,Services,2001,At Constant 2018 Prices,51392477.0
MIMAROPA Region,Services,2001,At Current Prices,29805597.0
MIMAROPA Region,Services,2002,At Constant 2018 Prices,55972402.0
MIMAROPA Region,Services,2002,At Current Prices,32699205.0
MIMAROPA Region,Services,2003,At Constant 2018 Prices,60178904.0
MIMAROPA Region,Services,2003,At Current Prices,37050078.0
MIMAROPA Region,Services,2004,At Constant 2018 Prices,64108369.0
MIMAROPA Region,Services,2004,At Current Prices,41151896.0
MIMAROPA Region,Services,2005,At Constant 2018 Prices,67636462.0
MIMAROPA Region,Services,2005,At Current Prices,45640606.0
MIMAROPA Region,Services,2006,At Constant 2018 Prices,75177172.0
MIMAROPA Region,Services,2006,At Current Prices,52927907.0
MIMAROPA Region,Services,2007,At Constant 2018 Prices,82795039.0
MIMAROPA Region,Services,2007,At Current Prices,59387239.0
MIMAROPA Region,Services,2008,At Constant 2018 Prices,88742995.0
MIMAROPA Region,Services,2008,At Current Prices,66754458.0
MIMAROPA Region,Services,2009,At Constant 2018 Prices,92425926.0
MIMAROPA Region,Services,2009,At Current Prices,72003632.0
MIMAROPA Region,Services,2010,At Constant 2018 Prices,100061804.0
MIMAROPA Region,Services,2010,At Current Prices,81504610.0
MIMAROPA Region,Services,2011,At Constant 2018 Prices,105884683.0
MIMAROPA Region,Services,2011,At Current Prices,89570547.0
MIMAROPA Region,Services,2012,At Constant 2018 Prices,117081109.0
MIMAROPA Region,Services,2012,At Current Prices,102070585.0
MIMAROPA Region,Services,2013,At Constant 2018 Prices,127478165.0
MIMAROPA Region,Services,2013,At Current Prices,114340553.0
MIMAROPA Region,Services,2014,At Constant 2018 Prices,133964518.0
MIMAROPA Region,Services,2014,At Current Prices,122081937.0
MIMAROPA Region,Services,2015,At Constant 2018 Prices,146359536.0
MIMAROPA Region,Services,2015,At Current Prices,134807223.0
MIMAROPA Region,Services,2016,At Constant 2018 Prices,158951113.0
MIMAROPA Region,Services,2016,At Current Prices,149436875.0
MIMAROPA Region,Services,2017,At Constant 2018 Prices,170287080.0
MIMAROPA Region,Services,2017,At Current Prices,163124635.0
MIMAROPA Region,Services,2018,At Constant 2018 Prices,183978918.0
MIMAROPA Region,Services,2018,At Current Prices,183978918.0
MIMAROPA Region,Services,2019,At Constant 2018 Prices,194900113.0
MIMAROPA Region,Services,2019,At Current Prices,203530904.0
MIMAROPA Region,Services,2020,At Constant 2018 Prices,176496875.0
MIMAROPA Region,Services,2020,At Current Prices,191332498.0
MIMAROPA Region,Services,2021,At Constant 2018 Prices,182574870.0
MIMAROPA Region,Services,2021,At Current Prices,202895623.0
MIMAROPA Region,Services,2022,At Constant 2018 Prices,407911142.0
MIMAROPA Region,Services,2022,At Current Prices,474980742.0
MIMAROPA Region,Services,2023,At Constant 2018 Prices,445204109.0
MIMAROPA Region,Services,2023,At Current Prices,547506481.0
MIMAROPA Region,Services,2024,At Constant 2018 Prices,238581960.0
MIMAROPA Region,Services,2024,At Current Prices,303957739.0
National Capital Region,"Agriculture, forestry, and fishing",2000,At Constant 2018 Prices,509113.0
National Capital Region,"Agriculture, forestry, and fishing",2000,At Current Prices,263704.0
National Capital Region,"Agriculture, forestry, and fishing",2001,At Constant 2018 Prices,499257.0
National Capital Region,"Agriculture, forestry, and fishing",2001,At Current Prices,261653.0
National Capital Region,"Agriculture, forestry, and fishing",2002,At Constant 2018 Prices,489206.0
National Capital Region,"Agriculture, forestry, and fishing",2002,At Current Prices,263377.0
National Capital Region,"Agriculture, forestry, and fishing",2003,At Constant 2018 Prices,535405.0
National Capital Region,"Agriculture, forestry, and fishing",2003,At Current Prices,267445.0
National Capital Region,"Agriculture, forestry, and fishing",2004,At Constant 2018 Prices,447476.0
National Capital Region,"Agriculture, forestry, and fishing",2004,At Current Prices,257196.0
National Capital Region,"Agriculture, forestry, and fishing",2005,At Constant 2018 Prices,454656.0
National Capital Region,"Agriculture, forestry, and fishing",2005,At Current Prices,269876.0
National Capital Region,"Agriculture, forestry, and fishing",2006,At Constant 2018 Prices,467289.0
National Capital Region,"Agriculture, forestry, and fishing",2006,At Current Prices,276387.0
National Capital Region,"Agriculture, forestry, and fishing",2007,At Constant 2018 Prices,477753.0
National Capital Region,"Agriculture, forestry, and fishing",2007,At Current Prices,298815.0
National Capital Region,"Agriculture, forestry, and fishing",2008,At Constant 2018 Prices,483666.0
National Capital Region,"Agriculture, forestry, and fishing",2008,At Current Prices,332438.0
National Capital Region,"Agriculture, forestry, and fishing",2009,At Constant 2018 Prices,494361.0
National Capital Region,"Agriculture, forestry, and fishing",2009,At Current Prices,358641.0
National Capital Region,"Agriculture, forestry, and fishing",2010,At Constant 2018 Prices,451895.0
National Capital Region,"Agriculture, forestry, and fishing",2010,At Current Prices,358683.0
National Capital Region,"Agriculture, forestry, and fishing",2011,At Constant 2018 Prices,472827.0
National Capital Region,"Agriculture, forestry, and fishing",2011,At Current Prices,399074.0
National Capital Region,"Agriculture, forestry, and fishing",2012,At Constant 2018 Prices,418530.0
National Capital Region,"Agriculture, forestry, and fishing",2012,At Current Prices,317148.0
National Capital Region,"Agriculture, forestry, and fishing",2013,At Constant 2018 Prices,404853.0
National Capital Region,"Agriculture, forestry, and fishing",2013,At Current Prices,310957.0
National Capital Region,"Agriculture, forestry, and fishing",2014,At Constant 2018 Prices,396151.0
National Capital Region,"Agriculture, forestry, and fishing",2014,At Current Prices,342559.0
National Capital Region,"Agriculture, forestry, and fishing",2015,At Constant 2018 Prices,393544.0
National Capital Region,"Agriculture, forestry, and fishing",2015,At Current Prices,385733.0
National Capital Region,"Agriculture, forestry, and fishing",2016,At Constant 2018 Prices,410606.0
National Capital Region,"Agriculture, forestry, and fishing",2016,At Current Prices,380632.0
National Capital Region,"Agriculture, forestry, and fishing",2017,At Constant 2018 Prices,414913.0
National Capital Region,"Agriculture, forestry, and fishing",2017,At Current Prices,386187.0
National Capital Region,"Agriculture, forestry, and fishing",2018,At Constant 2018 Prices,397870.0
National Capital Region,"Agriculture, forestry, and fishing",2018,At Current Prices,397870.0
National Capital Region,"Agriculture, forestry, and fishing",2019,At Constant 2018 Prices,410906.0
National Capital Region,"Agriculture, forestry, and fishing",2019,At Current Prices,442597.0
National Capital Region,"Agriculture, forestry, and fishing",2020,At Constant 2018 Prices,397530.0
National Capital Region,"Agriculture, forestry, and fishing",2020,At Current Prices,450942.0
National Capital Region,"Agriculture, forestry, and fishing",2021,At Constant 2018 Prices,419571.0
National Capital Region,"Agriculture, forestry, and fishing",2021,At Current Prices,503378.0
National Capital Region,"Agriculture, forestry, and fishing",2022,At Constant 2018 Prices,868426.0
National Capital Region,"Agriculture, forestry, and fishing",2022,At Current Prices,1121396.0
National Capital Region,"Agriculture, forestry, and fishing",2023,At Constant 2018 Prices,915480.0
National Capital Region,"Agriculture, forestry, and fishing",2023,At Current Prices,1244886.0
National Capital Region,"Agriculture, forestry, and fishing",2024,At Constant 2018 Prices,461374.0
National Capital Region,"Agriculture, forestry, and fishing",2024,At Current Prices,672923.0
National Capital Region,Gross Domestic Product,2000,At Constant 2018 Prices,2416391870.0
National Capital Region,Gross Domestic Product,2000,At Current Prices,1237450701.0
National Capital Region,Gross Domestic Product,2001,At Constant 2018 Prices,2483504980.0
National Capital Region,Gross Domestic Product,2001,At Current Prices,1349240704.0
National Capital Region,Gross Domestic Product,2002,At Constant 2018 Prices,2507171644.0
National Capital Region,Gross Domestic Product,2002,At Current Prices,1435447457.0
National Capital Region,Gross Domestic Product,2003,At Constant 2018 Prices,2624052475.0
National Capital Region,Gross Domestic Product,2003,At Current Prices,1545711905.0
National Capital Region,Gross Domestic Product,2004,At Constant 2018 Prices,2841837836.0
National Capital Region,Gross Domestic Product,2004,At Current Prices,1743576537.0
National Capital Region,Gross Domestic Product,2005,At Constant 2018 Prices,2988546218.0
National Capital Region,Gross Domestic Product,2005,At Current Prices,1954778997.0
National Capital Region,Gross Domestic Product,2006,At Constant 2018 Prices,3157102605.0
National Capital Region,Gross Domestic Product,2006,At Current Prices,2176864045.0
National Capital Region,Gross Domestic Product,2007,At Constant 2018 Prices,3372129301.0
National Capital Region,Gross Domestic Product,2007,At Current Prices,2399583921.0
National Capital Region,Gross Domestic Product,2008,At Constant 2018 Prices,3524902698.0
National Capital Region,Gross Domestic Product,2008,At Current Prices,2655351616.0
National Capital Region,Gross Domestic Product,2009,At Constant 2018 Prices,3522558104.0
National Capital Region,Gross Domestic Product,2009,At Current Prices,2754035852.0
National Capital Region,Gross Domestic Product,2010,At Constant 2018 Prices,3745124533.0
National Capital Region,Gross Domestic Product,2010,At Current Prices,3053160348.0
National Capital Region,Gross Domestic Product,2011,At Constant 2018 Prices,3833040760.0
National Capital Region,Gross Domestic Product,2011,At Current Prices,3237138656.0
National Capital Region,Gross Domestic Product,2012,At Constant 2018 Prices,4072189800.0
National Capital Region,Gross Domestic Product,2012,At Current Prices,3553088571.0
National Capital Region,Gross Domestic Product,2013,At Constant 2018 Prices,4339858704.0
National Capital Region,Gross Domestic Product,2013,At Current Prices,3890702252.0
National Capital Region,Gross Domestic Product,2014,At Constant 2018 Prices,4576914911.0
National Capital Region,Gross Domestic Product,2014,At Current Prices,4215201150.0
National Capital Region,Gross Domestic Product,2015,At Constant 2018 Prices,4865073608.0
National Capital Region,Gross Domestic Product,2015,At Current Prices,4532443704.0
National Capital Region,Gross Domestic Product,2016,At Constant 2018 Prices,5216091453.0
National Capital Region,Gross Domestic Product,2016,At Current Prices,4928222539.0
National Capital Region,Gross Domestic Product,2017,At Constant 2018 Prices,5507681038.0
National Capital Region,Gross Domestic Product,2017,At Current Prices,5327124065.0
National Capital Region,Gross Domestic Product,2018,At Constant 2018 Prices,5814440130.0
National Capital Region,Gross Domestic Product,2018,At Current Prices,5814440130.0
National Capital Region,Gross Domestic Product,2019,At Constant 2018 Prices,6224134457.0
